name,id
情色,0
悬念,1
家庭,2
同性,3
战争,4
惊悚,5
武侠,6
爱情,7
喜剧,8
西部,9
历史,10
古装,11
惊栗,12
科幻,13
运动,14
恐怖,15
悬疑,16
犯罪,17
剧情,18
冒险,19
儿童,20
黑色电影,21
动作,22
音乐,23
鬼怪,24
灾难,25
奇幻,26
动画,27
传记,28
歌舞,29
荒诞,30
